seed_id,macro_segment,query,product_type,personalization_type,occasion,listing_id,url,title,price,review_count,rank,shop_name,saturation_count,collected_at
B016,Wedding / bridal,personalized bridal party shirt,family matching apparel,name and role,wedding,1422912927,https://www.etsy.com/listing/1422912927/personalized-embroidered-baseball-cap,"Personalized Embroidered Baseball Cap, Custom Text Unisex Hat, Adjustable Hat",9.04,1400,7,ApexPrintingCo,1000.0,2026-09-09T17:42:52.567042+00:00
B016,Wedding / bridal,personalized bridal party shirt,family matching apparel,name and role,wedding,4465615404,https://www.etsy.com/listing/4465615404/the-bride-club-bach-club-bachelorette,"The Bride Club Bach Club Bachelorette Shirt, Custom Bachelorette Party Tee, Bridal Crew Shirts, Luxury Bachelorette Weekend Gift",11.39,22,8,BrideStoriesStudio,1000.0,2026-09-09T17:43:16.607971+00:00
B016,Wedding / bridal,personalized bridal party shirt,family matching apparel,name and role,wedding,4533876144,https://www.etsy.com/listing/4533876144/custom-maid-of-honor-comfort-colors,"Custom Maid of Honor Comfort Colors Shirt, Personalised Photo Bridesmaid Shirt, Bachelorette Party Tee, Party Trip Gift for Bride Crew",12.3,3,9,MKsSoul,1000.0,2026-09-09T17:43:32.407524+00:00
B016,Wedding / bridal,personalized bridal party shirt,family matching apparel,name and role,wedding,4389238235,https://www.etsy.com/listing/4389238235/custom-wedding-shirt-cocktail-wedding,"Custom Wedding Shirt, Cocktail Wedding Toss Social Club, Newly Wed Gift, Wine Bachelorette Shirt, Bridal Party Shirt, Custom Wedding Toss",15.85,8,11,BornToPartyStudio,1000.0,2026-09-09T17:44:16.167671+00:00
B017,Memorial / sentimental,personalized memorial shirt,adult T-shirt,name and dates,memorial,1722931199,https://www.etsy.com/listing/1722931199/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,160,1,ArtTrueDesign,1000.0,2026-09-09T17:45:01.792962+00:00
B017,Memorial / sentimental,personalized memorial shirt,adult T-shirt,name and dates,memorial,4356374863,https://www.etsy.com/listing/4356374863/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,68,2,ArtTrueDesign,1000.0,2026-09-09T17:45:26.321178+00:00
B017,Memorial / sentimental,personalized memorial shirt,adult T-shirt,name and dates,memorial,1848573418,https://www.etsy.com/listing/1848573418/t-shirt-personnalise-rap-bootleg-tee,"T-shirt personnalisé Rap Bootleg, Tee-shirt photo femme, Cadeau anniversaire, Teeshirt personnalisable, Selfie, 100% Cotton",57.16,346,3,MagentaFF00FF,1000.0,2026-09-09T17:45:45.283178+00:00
B017,Memorial / sentimental,personalized memorial shirt,adult T-shirt,name and dates,memorial,1814534553,https://www.etsy.com/listing/1814534553/comfort-colors-custom-text-shirt,Comfort Colors Custom Text Shirt: Personalized Wave Design,5.74,23,4,EmilysArtDesignsBG,1000.0,2026-09-09T17:46:08.082184+00:00
B017,Memorial / sentimental,personalized memorial shirt,adult T-shirt,name and dates,memorial,1741704656,https://www.etsy.com/listing/1741704656/custom-bootleg-rap-tee-custom-bootleg,"Custom Bootleg Rap Tee, custom bootleg shirt, custom photo shirt, birthday gift, husband christmas gift, custom your own bootleg shirt",15.63,932,6,Tropicade,1000.0,2026-09-09T17:46:51.119095+00:00
B017,Memorial / sentimental,personalized memorial shirt,adult T-shirt,name and dates,memorial,4533429046,https://www.etsy.com/listing/4533429046/custom-bootleg-shirt-personalized-friend,"Custom Bootleg Shirt, Personalized Friend Collage T Shirt, Bestie Gift, Photo Memory Top, Birthday present, Image Tee",22.28,4,7,CustomSide,1000.0,2026-09-09T17:47:11.533220+00:00
B017,Memorial / sentimental,personalized memorial shirt,adult T-shirt,name and dates,memorial,4521026344,https://www.etsy.com/listing/4521026344/custom-pet-photo-shirt-personalized-dog,"Custom Pet Photo Shirt, Personalized Dog Shirt, Pet Portrait Shirt, Custom Pet Name Tee, Dog Mom Gift, Cat Mom Gift, Pet Memorial Shirt PTV8",12.58,11,8,SweetLoveGiftShop,1000.0,2026-09-09T17:47:27.835598+00:00
B017,Memorial / sentimental,personalized memorial shirt,adult T-shirt,name and dates,memorial,4524524469,https://www.etsy.com/listing/4524524469/custom-photo-on-the-back-shirt,"CUSTOM Photo On The Back Shirt, Personalized Picture Tee, Own Photo Shirt, Photo Gift, Custom Birthday Gift, Custom Photo Gift, Shirt Photo",17.27,1,9,UrbanZenStores,1000.0,2026-09-09T17:47:47.183443+00:00
B017,Memorial / sentimental,personalized memorial shirt,adult T-shirt,name and dates,memorial,4428013128,https://www.etsy.com/listing/4428013128/comfort-colors-custom-your-photo-shirt,"Comfort Colors® Custom Your Photo Shirt, Personalized Picture Tee, Girlfriend or Boyfriend, Upload Your Own Image, Vintage Custom Photo Gift",14.94,707,10,CreativeDesignNancy,1000.0,2026-09-09T17:48:07.591878+00:00
B017,Memorial / sentimental,personalized memorial shirt,adult T-shirt,name and dates,memorial,4498838778,https://www.etsy.com/listing/4498838778/t-shirt-photo-personnalise-maman-papa,"T-shirt photo personnalisé maman papa, maman personnalisable, papa personnalisation, cadeau fete des peres, fete des meres, anniversaire",18.16,5,11,SimplyMargueriteCo,1000.0,2026-09-09T17:48:25.797084+00:00
B018,Adult milestone birthdays,personalized 50th birthday shirt,adult T-shirt,name and age,birthday,1722931199,https://www.etsy.com/listing/1722931199/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,160,1,ArtTrueDesign,1000.0,2026-09-09T17:49:07.303362+00:00
B018,Adult milestone birthdays,personalized 50th birthday shirt,adult T-shirt,name and age,birthday,4356374863,https://www.etsy.com/listing/4356374863/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,68,2,ArtTrueDesign,1000.0,2026-09-09T17:49:25.293498+00:00
B018,Adult milestone birthdays,personalized 50th birthday shirt,adult T-shirt,name and age,birthday,1848573418,https://www.etsy.com/listing/1848573418/t-shirt-personnalise-rap-bootleg-tee,"T-shirt personnalisé Rap Bootleg, Tee-shirt photo femme, Cadeau anniversaire, Teeshirt personnalisable, Selfie, 100% Cotton",57.16,346,3,MagentaFF00FF,1000.0,2026-09-09T17:49:43.679321+00:00
B018,Adult milestone birthdays,personalized 50th birthday shirt,adult T-shirt,name and age,birthday,1719727275,https://www.etsy.com/listing/1719727275/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-Shirt with name/text-birthday pool party,15.12,24,4,ArtTrueDesign,1000.0,2026-09-09T17:50:08.012909+00:00
B018,Adult milestone birthdays,personalized 50th birthday shirt,adult T-shirt,name and age,birthday,4531414227,https://www.etsy.com/listing/4531414227/comfort-colors-custom-vintage-1976-photo,"Comfort Colors Custom Vintage 1976 Photo Shirt, Personalized 50th Birthday Bootleg Tee, Born in 1976 Birthday Shirt, Custom Birthday Tee",12.97,4,5,MKsSoul,1000.0,2026-09-09T17:50:26.258791+00:00
B018,Adult milestone birthdays,personalized 50th birthday shirt,adult T-shirt,name and age,birthday,4546666747,https://www.etsy.com/listing/4546666747/personalized-vintage-photo-t-shirt-30th,"Vintage Retro Style Photo T-shirt – Personalized Birthday Gift, Gift for Women or Men, T-shirt for 30th, 40th, 50th, or 60th Birthdays",31.02,1,7,AtelierIsaB,1000.0,2026-09-09T17:51:09.688086+00:00
B018,Adult milestone birthdays,personalized 50th birthday shirt,adult T-shirt,name and age,birthday,4377086842,https://www.etsy.com/listing/4377086842/look-whos-fifty-personalised-50th,"Look Who's Fifty, Personalised 50th Birthday Shirts, 50th Birthday Group Shirts, Custom Face Shirts, 50th gift for him, Fourth birthday Tee",24.61,5,9,QuickPrintingGift,1000.0,2026-09-09T17:51:53.119521+00:00
B018,Adult milestone birthdays,personalized 50th birthday shirt,adult T-shirt,name and age,birthday,1422912927,https://www.etsy.com/listing/1422912927/personalized-embroidered-baseball-cap,"Personalized Embroidered Baseball Cap, Custom Text Unisex Hat, Adjustable Hat",9.04,1400,10,ApexPrintingCo,1000.0,2026-09-09T17:52:09.951089+00:00
B018,Adult milestone birthdays,personalized 50th birthday shirt,adult T-shirt,name and age,birthday,4455371385,https://www.etsy.com/listing/4455371385/custom-graphic-photo-vintage-custom-40th,"Custom Graphic Photo Vintage Custom 40th 50th Birthday Bootleg Shirt, Personalized Photo Tee, Funny Gift, Birthday Gift",10.72,26,11,GONdesignJEWELRY,1000.0,2026-09-09T17:52:27.336707+00:00
B018,Adult milestone birthdays,personalized 50th birthday shirt,adult T-shirt,name and age,birthday,4343252123,https://www.etsy.com/listing/4343252123/custom-hawaiian-shirt-with-face,"Custom Hawaiian Shirt With Face, Personalized Men Hawaiian Button Up Shirts, Photo/Logo Hawaiian Shirt, Anniversary/Birthday/Vacation Gifts",25.82,111,12,ApisGoods,1000.0,2026-09-09T17:52:45.889463+00:00
